payment_id,order_id,transaction_reference,payment_method,payment_status,amount,currency,installments,provider,authorized_at,paid_at,refunded_amount,failure_code,failure_reason,created_at,updated_at
216,216,SIM-b393c64e8e954bf989eaa20e79a29a80-173,PIX,APPROVED,1992.04,BRL,1,synthetic_gateway,2026-09-06T05:38:54.029480Z,2026-09-06T05:39:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
217,217,SIM-b393c64e8e954bf989eaa20e79a29a80-174,PIX,APPROVED,960.89,BRL,1,synthetic_gateway,2026-09-06T03:19:54.029480Z,2026-09-06T03:20:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
218,218,SIM-b393c64e8e954bf989eaa20e79a29a80-175,PIX,APPROVED,1084.24,BRL,1,synthetic_gateway,2026-09-05T10:43:54.029480Z,2026-09-05T10:44:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
219,219,SIM-b393c64e8e954bf989eaa20e79a29a80-176,CREDIT_CARD,APPROVED,2315.18,BRL,3,synthetic_gateway,2026-09-05T03:40:54.029480Z,2026-09-05T03:41:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
220,220,SIM-b393c64e8e954bf989eaa20e79a29a80-177,PIX,DECLINED,1119.41,BRL,1,synthetic_gateway,,,0.00,PAYMENT_DECLINED,Pagamento não autorizado na simulação,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
221,221,SIM-b393c64e8e954bf989eaa20e79a29a80-178,CREDIT_CARD,APPROVED,543.08,BRL,2,synthetic_gateway,2026-09-06T01:58:54.029480Z,2026-09-06T01:59:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
222,222,SIM-b393c64e8e954bf989eaa20e79a29a80-179,CREDIT_CARD,APPROVED,709.55,BRL,3,synthetic_gateway,2026-09-03T14:40:54.029480Z,2026-09-03T14:41:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
223,223,SIM-b393c64e8e954bf989eaa20e79a29a80-180,CREDIT_CARD,APPROVED,280.15,BRL,6,synthetic_gateway,2026-09-03T22:03:54.029480Z,2026-09-03T22:04:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
224,224,SIM-b393c64e8e954bf989eaa20e79a29a80-181,CREDIT_CARD,APPROVED,340.56,BRL,2,synthetic_gateway,2026-09-06T12:41:54.029480Z,2026-09-06T12:42:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
225,225,SIM-b393c64e8e954bf989eaa20e79a29a80-182,CREDIT_CARD,APPROVED,1242.71,BRL,1,synthetic_gateway,2026-09-04T21:55:54.029480Z,2026-09-04T21:56:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
226,226,SIM-b393c64e8e954bf989eaa20e79a29a80-183,CREDIT_CARD,APPROVED,1000.66,BRL,6,synthetic_gateway,2026-09-03T16:14:54.029480Z,2026-09-03T16:15:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
227,227,SIM-b393c64e8e954bf989eaa20e79a29a80-184,CREDIT_CARD,DECLINED,325.31,BRL,6,synthetic_gateway,,,0.00,PAYMENT_DECLINED,Pagamento não autorizado na simulação,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
228,228,SIM-b393c64e8e954bf989eaa20e79a29a80-185,PIX,APPROVED,1642.24,BRL,1,synthetic_gateway,2026-09-04T06:34:54.029480Z,2026-09-04T06:35:54.029480Z,0.00,,,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
229,6075,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-0,BOLETO,APPROVED,352.08,BRL,1,sim_gateway_horizonte,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
230,3188,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-1,CREDIT_CARD,APPROVED,246.86,BRL,6,sim_gateway_horizonte,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
231,5228,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-2,PIX,APPROVED,171.41,BRL,1,sim_gateway_integra,2026-09-07T17:39:52.799827Z,2026-09-07T17:40:52.799827Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
232,2376,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-3,PIX,APPROVED,106.44,BRL,1,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
233,6664,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-4,BOLETO,APPROVED,409.58,BRL,1,sim_gateway_integra,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
234,6735,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-5,PIX,APPROVED,394.32,BRL,1,sim_gateway_aurora,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
235,4726,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-6,PIX,APPROVED,281.20,BRL,1,sim_gateway_aurora,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
236,4826,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-7,CREDIT_CARD,APPROVED,724.50,BRL,6,sim_gateway_aurora,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
237,4881,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-8,PIX,APPROVED,1307.24,BRL,1,sim_gateway_horizonte,2026-09-07T17:39:52.799827Z,2026-09-07T17:40:52.799827Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
238,3025,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-9,CREDIT_CARD,APPROVED,112.68,BRL,6,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
239,6069,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-10,CREDIT_CARD,PENDING,132.10,BRL,6,sim_gateway_horizonte,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
240,7353,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-11,CREDIT_CARD,APPROVED,392.67,BRL,2,sim_gateway_aurora,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
241,6561,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-12,PIX,APPROVED,457.39,BRL,1,sim_gateway_integra,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
242,7740,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-13,CREDIT_CARD,APPROVED,297.58,BRL,3,sim_gateway_horizonte,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
243,5652,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-14,BOLETO,APPROVED,337.59,BRL,1,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
244,5790,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-15,CREDIT_CARD,APPROVED,274.09,BRL,1,sim_gateway_aurora,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
245,6445,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-16,CREDIT_CARD,PENDING,839.88,BRL,3,sim_gateway_integra,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
246,4418,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-17,PIX,APPROVED,372.80,BRL,1,sim_gateway_aurora,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
247,7513,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-18,PIX,APPROVED,145.45,BRL,1,sim_gateway_integra,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
248,6807,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-19,PIX,APPROVED,612.00,BRL,1,sim_gateway_aurora,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
249,7650,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-20,CREDIT_CARD,APPROVED,101.71,BRL,6,sim_gateway_aurora,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
250,7205,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-21,PIX,APPROVED,192.48,BRL,1,sim_gateway_integra,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
251,4666,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-22,BOLETO,APPROVED,145.64,BRL,1,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
252,2889,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-23,CREDIT_CARD,APPROVED,2153.21,BRL,2,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
253,7348,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-24,PIX,APPROVED,373.33,BRL,1,sim_gateway_integra,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
254,3624,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-25,PIX,PENDING,220.81,BRL,1,sim_gateway_horizonte,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
255,6102,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-26,CREDIT_CARD,APPROVED,259.37,BRL,2,sim_gateway_aurora,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
256,6971,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-27,PIX,APPROVED,75.82,BRL,1,sim_gateway_integra,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
257,2734,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-28,DEBIT_CARD,APPROVED,252.56,BRL,1,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
258,5378,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-29,DEBIT_CARD,APPROVED,340.52,BRL,1,sim_gateway_integra,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
259,6898,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-30,PIX,APPROVED,409.01,BRL,1,sim_gateway_horizonte,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
260,3766,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-31,CREDIT_CARD,APPROVED,257.87,BRL,1,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
261,3577,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-32,CREDIT_CARD,APPROVED,222.31,BRL,3,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
262,4570,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-33,CREDIT_CARD,APPROVED,66.69,BRL,1,sim_gateway_integra,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
263,3749,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-34,CREDIT_CARD,APPROVED,384.44,BRL,3,sim_gateway_horizonte,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
264,7208,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-35,PIX,APPROVED,542.31,BRL,1,sim_gateway_integra,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
265,3476,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-36,CREDIT_CARD,APPROVED,175.80,BRL,3,sim_gateway_horizonte,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
266,5357,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-37,CREDIT_CARD,PENDING,1649.89,BRL,3,sim_gateway_horizonte,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
267,7789,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-38,PIX,APPROVED,1605.98,BRL,1,sim_gateway_integra,2026-09-07T17:37:33.272026Z,2026-09-07T17:38:33.272026Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
268,3956,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-39,BOLETO,APPROVED,763.00,BRL,1,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
269,6147,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-40,PIX,APPROVED,319.67,BRL,1,sim_gateway_integra,2026-09-07T17:47:07.788715Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
270,4277,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-41,PIX,APPROVED,845.91,BRL,1,sim_gateway_aurora,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
271,4596,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-42,PIX,PENDING,240.94,BRL,1,sim_gateway_horizonte,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
272,3464,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-43,DEBIT_CARD,APPROVED,484.20,BRL,1,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
273,2536,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-44,CREDIT_CARD,APPROVED,455.89,BRL,3,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
274,4491,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-45,CREDIT_CARD,APPROVED,71.60,BRL,3,sim_gateway_horizonte,2026-09-07T17:39:52.799827Z,2026-09-07T17:40:52.799827Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
275,4603,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-46,CREDIT_CARD,APPROVED,50.81,BRL,1,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
276,7753,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-47,CREDIT_CARD,APPROVED,1274.73,BRL,3,sim_gateway_aurora,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
277,4947,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-48,CREDIT_CARD,APPROVED,313.66,BRL,3,sim_gateway_horizonte,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
278,6679,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-49,CREDIT_CARD,CANCELLED,205.71,BRL,2,sim_gateway_aurora,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
279,2719,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-50,PIX,APPROVED,288.78,BRL,1,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
280,4628,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-51,PIX,APPROVED,1703.51,BRL,1,sim_gateway_aurora,2026-09-07T17:39:52.799827Z,2026-09-07T17:40:52.799827Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
281,7300,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-52,CREDIT_CARD,APPROVED,275.94,BRL,3,sim_gateway_horizonte,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
282,6143,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-53,PIX,APPROVED,129.88,BRL,1,sim_gateway_horizonte,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
283,6242,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-54,PIX,APPROVED,268.38,BRL,1,sim_gateway_aurora,2026-09-07T17:39:52.799827Z,2026-09-07T17:40:52.799827Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
284,2510,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-55,CREDIT_CARD,CANCELLED,1355.00,BRL,6,sim_gateway_integra,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
285,7047,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-56,PIX,APPROVED,55.99,BRL,1,sim_gateway_aurora,2026-09-07T17:47:07.788715Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
286,6381,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-57,CREDIT_CARD,APPROVED,500.00,BRL,2,sim_gateway_horizonte,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
287,3512,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-58,BOLETO,PENDING,113.68,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
288,2212,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-59,PIX,APPROVED,1993.42,BRL,1,sim_gateway_horizonte,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
289,7090,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-60,CREDIT_CARD,PENDING,370.78,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
290,7653,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-61,CREDIT_CARD,APPROVED,1499.90,BRL,3,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
291,2507,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-62,CREDIT_CARD,APPROVED,398.09,BRL,6,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
292,6935,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-63,PIX,APPROVED,194.82,BRL,1,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
293,2141,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-64,CREDIT_CARD,APPROVED,53.38,BRL,2,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
294,6270,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-65,CREDIT_CARD,APPROVED,1131.56,BRL,1,sim_gateway_horizonte,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
295,6884,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-66,CREDIT_CARD,APPROVED,526.75,BRL,3,sim_gateway_aurora,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
296,2946,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-67,CREDIT_CARD,APPROVED,216.40,BRL,3,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
297,6122,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-68,CREDIT_CARD,APPROVED,446.32,BRL,1,sim_gateway_integra,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
298,2750,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-69,DEBIT_CARD,APPROVED,272.87,BRL,1,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
299,7504,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-70,CREDIT_CARD,APPROVED,232.50,BRL,2,sim_gateway_aurora,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
300,2293,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-71,CREDIT_CARD,PENDING,345.82,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
301,6430,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-72,PIX,PENDING,208.39,BRL,1,sim_gateway_aurora,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
302,7700,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-73,CREDIT_CARD,APPROVED,126.40,BRL,6,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
303,4827,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-74,PIX,APPROVED,220.50,BRL,1,sim_gateway_integra,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
304,2498,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-75,CREDIT_CARD,APPROVED,214.33,BRL,6,sim_gateway_integra,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
305,2687,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-76,CREDIT_CARD,APPROVED,190.17,BRL,2,sim_gateway_aurora,2026-09-07T17:36:19.540560Z,2026-09-07T17:37:19.540560Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
306,5286,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-77,CREDIT_CARD,APPROVED,1567.94,BRL,1,sim_gateway_horizonte,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
307,7447,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-78,CREDIT_CARD,APPROVED,228.87,BRL,1,sim_gateway_aurora,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
308,6196,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-79,CREDIT_CARD,APPROVED,298.47,BRL,1,sim_gateway_integra,2026-09-07T17:47:08.108509Z,2026-09-07T17:47:12.083785Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
309,5304,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-80,PIX,APPROVED,308.60,BRL,1,sim_gateway_integra,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
310,6237,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-81,CREDIT_CARD,APPROVED,242.68,BRL,2,sim_gateway_aurora,2026-09-07T17:39:53.170516Z,2026-09-07T17:40:53.170516Z,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
311,3415,SIM-d1fb6ef60bc243edba5dfaa32d0c56fe-82,CREDIT_CARD,PENDING,245.20,BRL,1,sim_gateway_integra,,,0.00,,,2026-09-07T17:47:12.083785Z,2026-09-07T17:47:12.083785Z
