tracking_id,order_id,shipment_id,tracking_code,carrier,service_level,status,event_description,city,state,country_code,estimated_delivery_at,occurred_at,created_at,updated_at
105,109,109,SIM000000000109,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T05:51:54.029480Z,2026-09-03T05:51:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
106,110,110,SIM000000000110,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-08T05:29:54.029480Z,2026-09-03T05:29:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
107,111,111,SIM000000000111,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-10T05:04:54.029480Z,2026-09-05T05:04:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
108,112,112,SIM000000000112,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-10T04:37:54.029480Z,2026-09-05T04:37:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
109,113,113,SIM000000000113,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-12T00:11:54.029480Z,2026-09-07T00:11:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
110,115,115,SIM000000000115,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-12T01:39:54.029480Z,2026-09-07T01:39:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
111,117,117,SIM000000000117,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-09T21:39:54.029480Z,2026-09-04T21:39:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
112,118,118,SIM000000000118,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-11T09:14:54.029480Z,2026-09-06T09:14:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
113,119,119,SIM000000000119,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-11T13:30:54.029480Z,2026-09-06T13:30:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
114,120,120,SIM000000000120,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T15:41:54.029480Z,2026-09-03T15:41:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
115,121,121,SIM000000000121,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-12T00:53:54.029480Z,2026-09-07T00:53:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
116,122,122,SIM000000000122,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-09T14:15:54.029480Z,2026-09-04T14:15:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
117,123,123,SIM000000000123,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T02:02:54.029480Z,2026-09-04T02:02:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
118,124,124,SIM000000000124,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-10T18:34:54.029480Z,2026-09-05T18:34:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
119,125,125,SIM000000000125,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-09T11:00:54.029480Z,2026-09-04T11:00:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
120,126,126,SIM000000000126,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T18:09:54.029480Z,2026-09-03T18:09:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
121,127,127,SIM000000000127,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-08T05:43:54.029480Z,2026-09-03T05:43:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
122,128,128,SIM000000000128,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T14:40:54.029480Z,2026-09-03T14:40:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
123,129,129,SIM000000000129,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T22:17:54.029480Z,2026-09-04T22:17:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
124,130,130,SIM000000000130,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-09T05:37:54.029480Z,2026-09-04T05:37:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
125,131,131,SIM000000000131,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T22:21:54.029480Z,2026-09-03T22:21:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
126,132,132,SIM000000000132,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-08T17:20:54.029480Z,2026-09-03T17:20:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
127,133,133,SIM000000000133,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-09T10:48:54.029480Z,2026-09-04T10:48:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
128,134,134,SIM000000000134,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-11T17:52:54.029480Z,2026-09-06T17:52:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
129,135,135,SIM000000000135,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-09T08:41:54.029480Z,2026-09-04T08:41:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
130,136,136,SIM000000000136,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-08T06:37:54.029480Z,2026-09-03T06:37:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
131,137,137,SIM000000000137,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-10T16:05:54.029480Z,2026-09-05T16:05:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
132,138,138,SIM000000000138,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-08T07:06:54.029480Z,2026-09-03T07:06:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
133,139,139,SIM000000000139,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-11T04:02:54.029480Z,2026-09-06T04:02:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
134,140,140,SIM000000000140,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-09T08:09:54.029480Z,2026-09-04T08:09:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
135,141,141,SIM000000000141,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-10T15:40:54.029480Z,2026-09-05T15:40:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
136,142,142,SIM000000000142,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-08T20:43:54.029480Z,2026-09-03T20:43:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
137,143,143,SIM000000000143,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-10T17:58:54.029480Z,2026-09-05T17:58:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
138,144,144,SIM000000000144,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-11T02:32:54.029480Z,2026-09-06T02:32:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
139,145,145,SIM000000000145,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-10T04:57:54.029480Z,2026-09-05T04:57:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
140,146,146,SIM000000000146,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T02:58:54.029480Z,2026-09-04T02:58:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
141,147,147,SIM000000000147,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-11T22:20:54.029480Z,2026-09-06T22:20:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
142,148,148,SIM000000000148,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-10T02:39:54.029480Z,2026-09-05T02:39:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
143,149,149,SIM000000000149,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-11T21:43:54.029480Z,2026-09-06T21:43:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
144,150,150,SIM000000000150,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-08T05:36:54.029480Z,2026-09-03T05:36:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
145,151,151,SIM000000000151,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-11T03:32:54.029480Z,2026-09-06T03:32:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
146,152,152,SIM000000000152,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-08T07:41:54.029480Z,2026-09-03T07:41:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
147,153,153,SIM000000000153,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-10T15:03:54.029480Z,2026-09-05T15:03:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
148,154,154,SIM000000000154,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-10T02:06:54.029480Z,2026-09-05T02:06:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
149,155,155,SIM000000000155,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T18:32:54.029480Z,2026-09-03T18:32:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
150,156,156,SIM000000000156,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-10T15:06:54.029480Z,2026-09-05T15:06:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
151,157,157,SIM000000000157,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-08T14:17:54.029480Z,2026-09-03T14:17:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
152,158,158,SIM000000000158,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-08T15:07:54.029480Z,2026-09-03T15:07:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
153,159,159,SIM000000000159,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-10T14:10:54.029480Z,2026-09-05T14:10:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
154,160,160,SIM000000000160,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-10T00:16:54.029480Z,2026-09-05T00:16:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
155,161,161,SIM000000000161,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T16:24:54.029480Z,2026-09-04T16:24:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
156,162,162,SIM000000000162,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-10T10:38:54.029480Z,2026-09-05T10:38:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
157,163,163,SIM000000000163,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-11T06:08:54.029480Z,2026-09-06T06:08:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
158,164,164,SIM000000000164,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-11T02:46:54.029480Z,2026-09-06T02:46:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
159,165,165,SIM000000000165,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-08T16:12:54.029480Z,2026-09-03T16:12:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
160,166,166,SIM000000000166,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-10T02:11:54.029480Z,2026-09-05T02:11:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
161,168,168,SIM000000000168,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-11T23:23:54.029480Z,2026-09-06T23:23:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
162,169,169,SIM000000000169,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-09T09:05:54.029480Z,2026-09-04T09:05:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
163,170,170,SIM000000000170,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T09:34:54.029480Z,2026-09-03T09:34:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
164,171,171,SIM000000000171,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T15:55:54.029480Z,2026-09-03T15:55:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
165,172,172,SIM000000000172,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-08T19:16:54.029480Z,2026-09-03T19:16:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
166,173,173,SIM000000000173,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-09T21:25:54.029480Z,2026-09-04T21:25:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
167,174,174,SIM000000000174,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-10T01:32:54.029480Z,2026-09-05T01:32:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
168,175,175,SIM000000000175,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-11T14:23:54.029480Z,2026-09-06T14:23:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
169,176,176,SIM000000000176,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-08T19:58:54.029480Z,2026-09-03T19:58:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
170,177,177,SIM000000000177,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T12:19:54.029480Z,2026-09-04T12:19:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
171,178,178,SIM000000000178,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-08T18:03:54.029480Z,2026-09-03T18:03:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
172,179,179,SIM000000000179,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-08T13:27:54.029480Z,2026-09-03T13:27:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
173,180,180,SIM000000000180,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-12T02:40:54.029480Z,2026-09-07T02:40:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
174,181,181,SIM000000000181,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-09T12:59:54.029480Z,2026-09-04T12:59:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
175,182,182,SIM000000000182,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T19:20:54.029480Z,2026-09-03T19:20:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
176,183,183,SIM000000000183,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T18:46:54.029480Z,2026-09-04T18:46:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
177,184,184,SIM000000000184,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-11T15:42:54.029480Z,2026-09-06T15:42:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
178,185,185,SIM000000000185,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-10T15:04:54.029480Z,2026-09-05T15:04:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
179,186,186,SIM000000000186,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-08T06:29:54.029480Z,2026-09-03T06:29:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
180,187,187,SIM000000000187,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T17:38:54.029480Z,2026-09-04T17:38:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
181,188,188,SIM000000000188,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T05:55:54.029480Z,2026-09-03T05:55:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
182,189,189,SIM000000000189,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-08T12:36:54.029480Z,2026-09-03T12:36:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
183,190,190,SIM000000000190,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-09T05:20:54.029480Z,2026-09-04T05:20:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
184,191,191,SIM000000000191,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T12:20:54.029480Z,2026-09-03T12:20:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
185,192,192,SIM000000000192,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-10T15:49:54.029480Z,2026-09-05T15:49:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
186,193,193,SIM000000000193,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-08T12:02:54.029480Z,2026-09-03T12:02:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
187,194,194,SIM000000000194,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-11T16:31:54.029480Z,2026-09-06T16:31:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
188,195,195,SIM000000000195,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-10T10:30:54.029480Z,2026-09-05T10:30:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
189,196,196,SIM000000000196,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-08T13:40:54.029480Z,2026-09-03T13:40:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
190,197,197,SIM000000000197,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-10T19:40:54.029480Z,2026-09-05T19:40:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
191,198,198,SIM000000000198,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-08T09:48:54.029480Z,2026-09-03T09:48:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
192,199,199,SIM000000000199,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-10T15:30:54.029480Z,2026-09-05T15:30:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
193,200,200,SIM000000000200,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T18:57:54.029480Z,2026-09-04T18:57:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
194,201,201,SIM000000000201,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-08T20:17:54.029480Z,2026-09-03T20:17:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
195,202,202,SIM000000000202,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-08T19:53:54.029480Z,2026-09-03T19:53:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
196,204,204,SIM000000000204,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T13:18:54.029480Z,2026-09-04T13:18:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
197,205,205,SIM000000000205,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-09T23:30:54.029480Z,2026-09-04T23:30:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
198,206,206,SIM000000000206,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-09T18:03:54.029480Z,2026-09-04T18:03:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
199,207,207,SIM000000000207,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-10T20:23:54.029480Z,2026-09-05T20:23:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
200,208,208,SIM000000000208,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-11T10:05:54.029480Z,2026-09-06T10:05:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
201,209,209,SIM000000000209,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-11T01:33:54.029480Z,2026-09-06T01:33:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
202,210,210,SIM000000000210,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-11T22:21:54.029480Z,2026-09-06T22:21:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
203,211,211,SIM000000000211,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-09T00:27:54.029480Z,2026-09-04T00:27:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
204,212,212,SIM000000000212,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Belo Horizonte,MG,BR,2026-09-09T06:40:54.029480Z,2026-09-04T06:40:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
205,213,213,SIM000000000213,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Curitiba,PR,BR,2026-09-12T02:42:54.029480Z,2026-09-07T02:42:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
206,214,214,SIM000000000214,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-12T01:03:54.029480Z,2026-09-07T01:03:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
207,215,215,SIM000000000215,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,São Paulo,SP,BR,2026-09-10T19:37:54.029480Z,2026-09-05T19:37:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
208,216,216,SIM000000000216,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-11T17:38:54.029480Z,2026-09-06T17:38:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
209,217,217,SIM000000000217,Transportadora Simulada,standard,SHIPPED,Remessa coletada pela transportadora,Recife,PE,BR,2026-09-11T15:19:54.029480Z,2026-09-06T15:19:54.029480Z,2026-09-07T14:46:54.029480Z,2026-09-07T14:46:54.029480Z
